x,y,rl,crosectional_distance,Khal_Name
733610,2460707,1.47,15,10NoSora
733608,2460707,0.73,16.5,10NoSora
733607.3333,2460707,0.53,17,10NoSora
733606,2460707,0.33,18,10NoSora
733604.6667,2460707,-0.32,19,10NoSora
733603.3333,2460707,-0.24,20,10NoSora
733602,2460707,-0.26,21,10NoSora
733600.6667,2460707,0.32,22,10NoSora
733599.3333,2460707,0.73,23,10NoSora
733598,2460707,1.96,24,10NoSora
733594.6667,2460707,1.97,26.5,10NoSora
733591.3333,2460707,0.45,29,10NoSora
733588.6667,2460707,0.31,31,10NoSora
733633.7143,2460777.571,1.34,0,10NoSora
733629.8571,2460782.286,1.35,3,10NoSora
733628.5714,2460783.857,1.58,4,10NoSora
733626,2460787,1.55,6,10NoSora
733624.7143,2460788.571,0.73,7,10NoSora
733623.4286,2460790.143,0.1,8,10NoSora
733622.1429,2460791.714,-0.34,9,10NoSora
733620.8571,2460793.286,-0.35,10,10NoSora
733619.5714,2460794.857,0.01,11,10NoSora
733618.2857,2460796.429,0.73,12,10NoSora
733617,2460798,1.65,13,10NoSora
733613.7857,2460801.929,1.66,15.5,10NoSora
733611.8571,2460804.286,0.56,17,10NoSora
733608,2460809,-0.54,20,10NoSora
733601.5714,2460816.857,-0.55,25,10NoSora
733595.1429,2460824.714,-0.57,30,10NoSora
733696,2460816.375,-0.65,0,10NoSora
733696,2460827,-0.55,5,10NoSora
733696,2460833.375,0.14,8,10NoSora
733696,2460837.625,1.52,10,10NoSora
733696,2460844,1.51,13,10NoSora
733696,2460846.125,0.73,14,10NoSora
733696,2460848.25,0.19,15,10NoSora
733696,2460850.375,0.03,16,10NoSora
733696,2460852.5,-0.07,17,10NoSora
733696,2460854.625,-0.34,18,10NoSora
733696,2460856.75,0,19,10NoSora
733696,2460857.813,0.5,19.5,10NoSora
733696,2460858.875,0.73,20,10NoSora
733696,2460861,1.75,21,10NoSora
733696,2460867.375,1.76,24,10NoSora
733696,2460871.625,0.2,26,10NoSora
733696,2460880.125,0.16,30,10NoSora
733696,2460886.5,0.15,33,10NoSora
733791.6667,2460848.833,-0.22,0,10NoSora
733790.6667,2460854.333,-0.17,3,10NoSora
733789.6667,2460859.833,-0.22,6,10NoSora
733789,2460863.5,1.48,8,10NoSora
733788,2460869,164,11,10NoSora
733787.6667,2460870.833,0.73,12,10NoSora
733787.3333,2460872.667,0.13,13,10NoSora
733787,2460874.5,-0.34,14,10NoSora
733786.6667,2460876.333,-0.24,15,10NoSora
733786.3333,2460878.167,0.03,16,10NoSora
733786.1667,2460879.083,0.731,16.5,10NoSora
733786,2460880,0.94,17,10NoSora
733785,2460885.5,1.53,20,10NoSora
733783.3333,2460894.667,1.52,25,10NoSora
733781.6667,2460903.833,1.51,30,10NoSora
733892.7778,2460910.444,-0.37,0,10NoSora
733889.2222,2460917.556,-0.31,8,10NoSora
733888.7778,2460918.444,0.67,9,10NoSora
733888.3333,2460919.333,1.29,10,10NoSora
733887,2460922,1.28,13,10NoSora
733886.5556,2460922.889,0.72,14,10NoSora
733886.1111,2460923.778,0.29,15,10NoSora
733885.6667,2460924.667,-0.24,16,10NoSora
733885.2222,2460925.556,-0.43,17,10NoSora
733884.7778,2460926.444,-0.52,18,10NoSora
733884.3333,2460927.333,-0.3,19,10NoSora
733883.8889,2460928.222,0.09,20,10NoSora
733883.4444,2460929.111,0.72,21,10NoSora
733883,2460930,1.51,22,10NoSora
733881.6667,2460932.667,1.48,25,10NoSora
733880.7778,2460934.444,0.24,27,10NoSora
733879.4444,2460937.111,-0.05,30,10NoSora
733878.1111,2460939.778,-0.15,33,10NoSora
733974.7143,2460964.286,-0.51,0,10NoSora
733967.5714,2460971.429,-0.39,5,10NoSora
733963.2857,2460975.714,0.69,8,10NoSora
733960.4286,2460978.571,1.23,10,10NoSora
733959,2460980,1.22,11,10NoSora
733957.5714,2460981.429,0.72,12,10NoSora
733956.1429,2460982.857,0.23,13,10NoSora
733954.7143,2460984.286,-0.11,14,10NoSora
733953.2857,2460985.714,0.01,15,10NoSora
733951.8571,2460987.143,0.21,16,10NoSora
733950.4286,2460988.571,0.72,17,10NoSora
733949,2460990,1.48,18,10NoSora
733946.1429,2460992.857,1.47,20,10NoSora
733943.2857,2460995.714,1.46,22,10NoSora
733940.4286,2460998.571,1.53,24,10NoSora
733937.5714,2461001.429,1.61,26,10NoSora
733934.7143,2461004.286,1.66,28,10NoSora
733931.8571,2461007.143,1.63,30,10NoSora
734024.0833,2461066.917,-0.32,0,10NoSora
734019.5,2461066.5,-0.29,5,10NoSora
734016.75,2461066.25,-0.19,8,10NoSora
734015.8333,2461066.167,0.3,9,10NoSora
734014.9167,2461066.083,1.06,10,10NoSora
734014,2461066,1.04,11,10NoSora
734013.0833,2461065.917,0.73,12,10NoSora
734012.1667,2461065.833,0.25,13,10NoSora
734011.25,2461065.75,0,14,10NoSora
734010.3333,2461065.667,-0.13,15,10NoSora
734009.4167,2461065.583,-0.2,16,10NoSora
734008.5,2461065.5,-0.13,17,10NoSora
734007.5833,2461065.417,-0.07,18,10NoSora
734006.6667,2461065.333,-0.06,19,10NoSora
734005.75,2461065.25,0,20,10NoSora
734004.8333,2461065.167,0.17,21,10NoSora
734003.9167,2461065.083,0.73,22,10NoSora
734003,2461065,1.33,23,10NoSora
734002.0833,2461064.917,1.34,24,10NoSora
734000.25,2461064.75,0.02,26,10NoSora
733998.4167,2461064.583,-0.14,28,10NoSora
733993.8333,2461064.167,-0.15,33,10NoSora
733991.0833,2461063.917,-0.14,36,10NoSora
733987.4167,2461063.583,-0.14,40,10NoSora
734015.5714,2461168.762,-0.16,0,10NoSora
734009.8571,2461166.143,-0.15,5,10NoSora
734006.4286,2461164.571,0.01,8,10NoSora
734005.2857,2461164.048,1.1,9,10NoSora
734003,2461163,1.09,11,10NoSora
734001.8571,2461162.476,0.73,12,10NoSora
734000.7143,2461161.952,0.01,13,10NoSora
733999.5714,2461161.429,-0.16,14,10NoSora
733998.4286,2461160.905,-0.14,15,10NoSora
733997.2857,2461160.381,-0.01,16,10NoSora
733996.1429,2461159.857,0.01,17,10NoSora
733995,2461159.333,-0.13,18,10NoSora
733993.8571,2461158.81,-0.13,19,10NoSora
733992.7143,2461158.286,-0.14,20,10NoSora
733991.5714,2461157.762,-0.17,21,10NoSora
733990.4286,2461157.238,-0.19,22,10NoSora
733989.2857,2461156.714,-0.27,23,10NoSora
733988.1429,2461156.19,-0.35,24,10NoSora
733987,2461155.667,-0.37,25,10NoSora
733985.8571,2461155.143,-0.27,26,10NoSora
733984.7143,2461154.619,-0.2,27,10NoSora
733983.5714,2461154.095,-0.13,28,10NoSora
733982.4286,2461153.571,-0.04,29,10NoSora
733981.2857,2461153.048,0.23,30,10NoSora
733980.1429,2461152.524,0.73,31,10NoSora
733979,2461152,1.56,32,10NoSora
733976.7143,2461150.952,1.57,34,10NoSora
733974.4286,2461149.905,0.51,36,10NoSora
733972.1429,2461148.857,0.06,38,10NoSora
733969.8571,2461147.81,0.05,40,10NoSora
733967.5714,2461146.762,0.01,42,10NoSora
733906,2461185.333,-0.05,0,10NoSora
733909,2461190.667,-0.04,6,10NoSora
733910,2461192.444,0.27,8,10NoSora
733910.5,2461193.333,1.45,9,10NoSora
733912,2461196,1.46,12,10NoSora
733912.5,2461196.889,0.73,13,10NoSora
733913,2461197.778,0.27,14,10NoSora
733913.5,2461198.667,-0.03,15,10NoSora
733914,2461199.556,-0.14,16,10NoSora
733914.5,2461200.444,-0.3,17,10NoSora
733915,2461201.333,-0.41,18,10NoSora
733915.5,2461202.222,-0.46,19,10NoSora
733916,2461203.111,-0.49,20,10NoSora
733916.5,2461204,-0.48,21,10NoSora
733917,2461204.889,-0.44,22,10NoSora
733917.5,2461205.778,-0.45,23,10NoSora
733918,2461206.667,-0.42,24,10NoSora
733918.5,2461207.556,-0.35,25,10NoSora
733919,2461208.444,-0.15,26,10NoSora
733919.5,2461209.333,0.13,27,10NoSora
733920,2461210.222,0.34,28,10NoSora
733920.5,2461211.111,0.73,29,10NoSora
733921,2461212,1.27,30,10NoSora
733921.5,2461212.889,1.25,31,10NoSora
733922,2461213.778,0.71,32,10NoSora
733923.5,2461216.444,0.33,35,10NoSora
733925,2461219.111,0.27,38,10NoSora
733927,2461222.667,0.25,42,10NoSora
733838.4667,2461279.667,0.76,0,10NoSora
733835.8,2461273,0.75,5,10NoSora
733833.1333,2461266.333,0.76,10,10NoSora
733831.5333,2461262.333,1.49,13,10NoSora
733831,2461261,1.46,14,10NoSora
733830.4667,2461259.667,0.73,15,10NoSora
733829.9333,2461258.333,0.28,16,10NoSora
733829.4,2461257,0.01,17,10NoSora
733828.8667,2461255.667,-0.29,18,10NoSora
733828.3333,2461254.333,-0.31,19,10NoSora
733827.8,2461253,-0.32,20,10NoSora
733827.2667,2461251.667,-0.37,21,10NoSora
733826.7333,2461250.333,-0.43,22,10NoSora
733826.2,2461249,-0.4,23,10NoSora
733825.6667,2461247.667,-0.37,24,10NoSora
733825.1333,2461246.333,-0.44,25,10NoSora
733824.6,2461245,-0.3,26,10NoSora
733824.0667,2461243.667,-0.16,27,10NoSora
733823.5333,2461242.333,-0.73,28,10NoSora
733823,2461241,0.97,29,10NoSora
733822.4667,2461239.667,0.96,30,10NoSora
733820.8667,2461235.667,0,33,10NoSora
733819.2667,2461231.667,-0.17,36,10NoSora
733817.1333,2461226.333,-0.22,40,10NoSora
733791,2461329.5,0.23,0,10NoSora
733791,2461329.5,0.23,0,10NoSora
733784.8889,2461330.333,0.43,5,10NoSora
733781.2222,2461330.833,1.48,8,10NoSora
733780,2461331,1.49,9,10NoSora
733778.7778,2461331.167,0.73,10,10NoSora
733776.3333,2461331.5,0.31,12,10NoSora
733775.1111,2461331.667,-0.07,13,10NoSora
733773.8889,2461331.833,-0.33,14,10NoSora
733772.6667,2461332,-0.42,15,10NoSora
733771.4444,2461332.167,-0.41,16,10NoSora
733770.2222,2461332.333,-0.2,17,10NoSora
733769,2461332.5,-0.28,18,10NoSora
733767.7778,2461332.667,-0.28,19,10NoSora
733766.5556,2461332.833,-0.26,20,10NoSora
733765.3333,2461333,-0.19,21,10NoSora
733764.1111,2461333.167,-0.3,22,10NoSora
733762.8889,2461333.333,-0.23,23,10NoSora
733761.6667,2461333.5,-0.2,24,10NoSora
733760.4444,2461333.667,0.12,25,10NoSora
733759.2222,2461333.833,0.73,26,10NoSora
733758,2461334,1.39,27,10NoSora
733754.3333,2461334.5,1.37,30,10NoSora
733751.8889,2461334.833,1.25,32,10NoSora
733748.2222,2461335.333,1.23,35,10NoSora
733744.5556,2461335.833,1.22,38,10NoSora
733742.1111,2461336.167,1.21,40,10NoSora
733827.7143,2461422,0.15,0,10NoSora
733822.8571,2461422,0.17,5,10NoSora
733819.9429,2461422,0.37,8,10NoSora
733818,2461422,1.19,10,10NoSora
733815.0857,2461422,1.18,13,10NoSora
733814.1143,2461422,0.731,14,10NoSora
733813.6286,2461422,0.24,14.5,10NoSora
733813.1429,2461422,0.18,15,10NoSora
733812.1714,2461422,0.02,16,10NoSora
733811.2,2461422,-0.07,17,10NoSora
733810.2286,2461422,-0.18,18,10NoSora
733809.2571,2461422,-0.19,19,10NoSora
733808.2857,2461422,-0.35,20,10NoSora
733807.3143,2461422,-0.32,21,10NoSora
733806.3429,2461422,-0.26,22,10NoSora
733805.3714,2461422,-0.21,23,10NoSora
733804.4,2461422,-0.17,24,10NoSora
733803.4286,2461422,-0.14,25,10NoSora
733802.4571,2461422,-0.17,26,10NoSora
733801.4857,2461422,-0.18,27,10NoSora
733800.5143,2461422,-0.21,28,10NoSora
733799.5429,2461422,-0.24,29,10NoSora
733798.5714,2461422,-0.24,30,10NoSora
733797.6,2461422,-0.26,31,10NoSora
733796.6286,2461422,-0.28,32,10NoSora
733795.6571,2461422,-0.25,33,10NoSora
733794.6857,2461422,-0.36,34,10NoSora
733793.7143,2461422,-0.3,35,10NoSora
733792.7429,2461422,-0.31,36,10NoSora
733791.7714,2461422,-0.34,37,10NoSora
733790.8,2461422,-0.35,38,10NoSora
733789.8286,2461422,-0.34,39,10NoSora
733788.8571,2461422,-0.32,40,10NoSora
733786.9143,2461422,-0.23,42,10NoSora
733785.9429,2461422,0.28,43,10NoSora
733784.9714,2461422,0.73,44,10NoSora
733784,2461422,1.29,45,10NoSora
733781.0857,2461422,1.31,48,10NoSora
733848.5,2461470.333,1.57,0,10NoSora
733847.5,2461473,1.43,2,10NoSora
733846,2461477,1.42,5,10NoSora
733845.5,2461478.333,0.73,6,10NoSora
733845,2461479.667,0.07,7,10NoSora
733844.5,2461481,-0.12,8,10NoSora
733844,2461482.333,-0.12,9,10NoSora
733843.5,2461483.667,-0.22,10,10NoSora
733843,2461485,-0.3,11,10NoSora
733842.5,2461486.333,-0.33,12,10NoSora
733842,2461487.667,-0.31,13,10NoSora
733841.5,2461489,-0.28,14,10NoSora
733841,2461490.333,-0.25,15,10NoSora
733840.5,2461491.667,-0.23,16,10NoSora
733840,2461493,-0.2,17,10NoSora
733839.5,2461494.333,-0.23,18,10NoSora
733839,2461495.667,-0.28,19,10NoSora
733838.5,2461497,-0.34,20,10NoSora
733838,2461498.333,-0.4,21,10NoSora
733837.5,2461499.667,-0.39,22,10NoSora
733837,2461501,-0.34,23,10NoSora
733836.5,2461502.333,0.27,24,10NoSora
733836,2461503.667,-0.3,25,10NoSora
733835.5,2461505,-0.28,26,10NoSora
733835,2461506.333,0.05,27,10NoSora
733834.5,2461507.667,0.73,28,10NoSora
733834,2461509,2.69,29,10NoSora
733832.5,2461513,1.47,32,10NoSora
733831.5,2461515.667,-0.06,34,10NoSora
733830.5,2461518.333,-0.09,36,10NoSora
733828.5,2461523.667,-0.15,40,10NoSora
733925.7059,2461548.118,1.65,0,10NoSora
733925.0294,2461549.088,1.62,1,10NoSora
733923,2461552,1.62,4,10NoSora
733922.3235,2461552.971,0.73,5,10NoSora
733921.6471,2461553.941,-0.04,6,10NoSora
733920.9706,2461554.912,-0.03,7,10NoSora
733920.2941,2461555.882,-0.14,8,10NoSora
733919.6176,2461556.853,-0.32,9,10NoSora
733918.9412,2461557.824,-0.43,10,10NoSora
733918.2647,2461558.794,-0.36,11,10NoSora
733917.5882,2461559.765,-0.42,12,10NoSora
733916.9118,2461560.735,-0.44,13,10NoSora
733916.2353,2461561.706,-0.37,14,10NoSora
733915.5588,2461562.676,-0.26,15,10NoSora
733914.8824,2461563.647,-0.21,16,10NoSora
733914.2059,2461564.618,-0.17,17,10NoSora
733913.5294,2461565.588,-0.18,18,10NoSora
733912.8529,2461566.559,-0.14,19,10NoSora
733912.1765,2461567.529,-0.17,20,10NoSora
733911.5,2461568.5,-0.19,21,10NoSora
733910.8235,2461569.471,-0.17,22,10NoSora
733910.1471,2461570.441,-0.3,23,10NoSora
733909.4706,2461571.412,-0.17,24,10NoSora
733908.7941,2461572.382,-0.14,25,10NoSora
733908.1176,2461573.353,-0.13,26,10NoSora
733907.4412,2461574.324,-0.12,27,10NoSora
733906.7647,2461575.294,-0.13,28,10NoSora
733906.0882,2461576.265,-0.03,29,10NoSora
733905.4118,2461577.235,-0.02,30,10NoSora
733904.7353,2461578.206,0.05,31,10NoSora
733904.0588,2461579.176,0.07,32,10NoSora
733903.3824,2461580.147,0.11,33,10NoSora
733902.7059,2461581.118,0.22,34,10NoSora
733902.0294,2461582.088,0.25,35,10NoSora
733901.3529,2461583.059,0.26,36,10NoSora
733900.6765,2461584.029,0.73,37,10NoSora
733900,2461585,1.29,38,10NoSora
733897.9706,2461587.912,1.28,41,10NoSora
733897.2941,2461588.882,0.69,42,10NoSora
733895.2647,2461591.794,0.62,45,10NoSora
733893.2353,2461594.706,0.64,48,10NoSora
734002.4595,2461582.919,1.33,0,10NoSora
734000.4324,2461588.865,1.37,5,10NoSora
733999.2162,2461592.432,1.71,8,10NoSora
733998,2461596,1.73,11,10NoSora
733997.1892,2461598.378,0.731,13,10NoSora
733996.7838,2461599.568,0.38,14,10NoSora
733996.3784,2461600.757,0.26,15,10NoSora
733995.973,2461601.946,0.08,16,10NoSora
733995.5676,2461603.135,0.06,17,10NoSora
733995.1622,2461604.324,0.03,18,10NoSora
733994.7568,2461605.514,0.03,19,10NoSora
733994.3514,2461606.703,0.03,20,10NoSora
733993.9459,2461607.892,0.05,21,10NoSora
733993.5405,2461609.081,0.03,22,10NoSora
733993.1351,2461610.27,0.01,23,10NoSora
733992.7297,2461611.459,0.01,24,10NoSora
733992.3243,2461612.649,0.1,25,10NoSora
733991.9189,2461613.838,0.31,26,10NoSora
733991.5135,2461615.027,0.18,27,10NoSora
733991.1081,2461616.216,0.06,28,10NoSora
733990.7027,2461617.405,-0.02,29,10NoSora
733990.2973,2461618.595,-0.04,30,10NoSora
733989.8919,2461619.784,-0.08,31,10NoSora
733989.4865,2461620.973,-0.07,32,10NoSora
733989.0811,2461622.162,-0.07,33,10NoSora
733988.6757,2461623.351,-0.07,34,10NoSora
733988.2703,2461624.541,-0.07,35,10NoSora
733987.8649,2461625.73,-0.13,36,10NoSora
733987.4595,2461626.919,-0.17,37,10NoSora
733987.0541,2461628.108,-0.23,38,10NoSora
733986.6486,2461629.297,-0.19,39,10NoSora
733986.2432,2461630.486,-0.16,40,10NoSora
733985.8378,2461631.676,-0.15,41,10NoSora
733985.4324,2461632.865,-0.1,42,10NoSora
733985.027,2461634.054,-0.03,43,10NoSora
733984.6216,2461635.243,0.09,44,10NoSora
733984.2162,2461636.432,0.27,45,10NoSora
733983.8108,2461637.622,0.56,46,10NoSora
733983.4054,2461638.811,0.73,47,10NoSora
733983,2461640,1.45,48,10NoSora
733981.7838,2461643.568,1.45,51,10NoSora
733980.973,2461645.946,1.35,53,10NoSora
733978.1351,2461654.27,1.29,60,10NoSora
733977.7297,2461655.459,1.26,61,10NoSora
734080,2461622.25,1.35,0,10NoSora
734078.3333,2461627.667,1.33,5,10NoSora
734078,2461628.75,1.69,6,10NoSora
734077,2461632,1.69,9,10NoSora
734076.3333,2461634.167,0.73,11,10NoSora
734076,2461635.25,0.13,12,10NoSora
734075.6667,2461636.333,0.29,13,10NoSora
734075.3333,2461637.417,0.13,14,10NoSora
734075,2461638.5,-0.02,15,10NoSora
734074.6667,2461639.583,-0.09,16,10NoSora
734074.3333,2461640.667,-0.13,17,10NoSora
734074,2461641.75,-0.14,18,10NoSora
734073.6667,2461642.833,-0.12,19,10NoSora
734073.3333,2461643.917,-0.11,20,10NoSora
734073,2461645,-0.06,21,10NoSora
734072.6667,2461646.083,-0.03,22,10NoSora
734072.3333,2461647.167,-0.04,23,10NoSora
734072,2461648.25,0.06,24,10NoSora
734071.6667,2461649.333,-0.02,25,10NoSora
734071.3333,2461650.417,-0.07,26,10NoSora
734071,2461651.5,-0.1,27,10NoSora
734070.6667,2461652.583,-0.23,28,10NoSora
734070.3333,2461653.667,-0.17,29,10NoSora
734070,2461654.75,-0.1,30,10NoSora
734069.6667,2461655.833,0.09,31,10NoSora
734069.3333,2461656.917,0.73,32,10NoSora
734069,2461658,0.97,33,10NoSora
734068,2461661.25,1.03,36,10NoSora
734067.3333,2461663.417,-0.07,38,10NoSora
734066.6667,2461665.583,-0.14,40,10NoSora
734065,2461671,-0.2,45,10NoSora
734146.5,2461750,-0.22,0,10NoSora
734141.2727,2461750.909,-0.1,5,10NoSora
734138.1364,2461751.455,1,8,10NoSora
734135,2461752,0.97,11,10NoSora
734133.9545,2461752.182,0.73,12,10NoSora
734132.9091,2461752.364,0.1,13,10NoSora
734131.8636,2461752.545,-0.17,14,10NoSora
734130.8182,2461752.727,-0.31,15,10NoSora
734129.7727,2461752.909,-0.42,16,10NoSora
734128.7273,2461753.091,-0.5,17,10NoSora
734127.6818,2461753.273,-0.51,18,10NoSora
734126.6364,2461753.455,-0.49,19,10NoSora
734125.5909,2461753.636,-0.44,20,10NoSora
734124.5455,2461753.818,-0.27,21,10NoSora
734123.5,2461754,-0.13,22,10NoSora
734122.4545,2461754.182,0.06,23,10NoSora
734121.4091,2461754.364,0.06,24,10NoSora
734120.3636,2461754.545,0.06,25,10NoSora
734119.3182,2461754.727,0,26,10NoSora
734118.2727,2461754.909,0.02,27,10NoSora
734117.2273,2461755.091,0.13,28,10NoSora
734116.1818,2461755.273,0.33,29,10NoSora
734115.1364,2461755.455,0.732,30,10NoSora
734114.0909,2461755.636,1.44,31,10NoSora
734112,2461756,1.45,33,10NoSora
734108.8636,2461756.545,-0.09,36,10NoSora
734104.6818,2461757.273,-0.12,40,10NoSora
734137,2461860.571,0.45,0,10NoSora
734137,2461860.714,0.47,3,10NoSora
734137,2461860.857,1.47,6,10NoSora
734137,2461861,1.45,9,10NoSora
734137,2461861.048,0.73,10,10NoSora
734137,2461861.095,0.21,11,10NoSora
734137,2461861.143,-0.43,12,10NoSora
734137,2461861.19,-0.43,13,10NoSora
734137,2461861.238,-0.17,14,10NoSora
734137,2461861.286,-0.19,15,10NoSora
734137,2461861.333,-0.34,16,10NoSora
734137,2461861.381,-0.36,17,10NoSora
734137,2461861.429,-0.27,18,10NoSora
734137,2461861.476,0.08,19,10NoSora
734137,2461861.524,0.12,20,10NoSora
734137,2461861.571,0.2,21,10NoSora
734137,2461861.619,-0.15,22,10NoSora
734137,2461861.667,-0.27,23,10NoSora
734137,2461861.714,-0.26,24,10NoSora
734137,2461861.762,-0.32,25,10NoSora
734137,2461861.81,-0.23,26,10NoSora
734137,2461861.857,0.02,27,10NoSora
734137,2461861.905,0.28,28,10NoSora
734137,2461861.952,0.73,29,10NoSora
734137,2461862,1.6,30,10NoSora
734137,2461862.143,1.6,33,10NoSora
734137,2461862.286,1.77,36,10NoSora
734137,2461862.381,1.77,38,10NoSora
734205.9286,2461933.214,1.42,0,10NoSora
734204,2461936,1.41,3,10NoSora
734202.7143,2461937.857,0.73,5,10NoSora
734202.0714,2461938.786,-0.04,6,10NoSora
734201.4286,2461939.714,-0.62,7,10NoSora
734200.7857,2461940.643,-0.88,8,10NoSora
734200.1429,2461941.571,-0.77,9,10NoSora
734199.5,2461942.5,-0.8,10,10NoSora
734198.8571,2461943.429,-1.02,11,10NoSora
734198.2143,2461944.357,-1.1,12,10NoSora
734197.5714,2461945.286,-0.89,13,10NoSora
734196.9286,2461946.214,-1.07,14,10NoSora
734196.2857,2461947.143,-0.8,15,10NoSora
734195.6429,2461948.071,-0.33,16,10NoSora
734195,2461949,-0.1,17,10NoSora
734194.6786,2461949.464,1.16,17.5,10NoSora
734194.3571,2461949.929,1.17,18,10NoSora
734194.0357,2461950.393,0.73,18.5,10NoSora
734193.7143,2461950.857,0.12,19,10NoSora
734193.0714,2461951.786,-0.02,20,10NoSora
734192.4286,2461952.714,-0.19,21,10NoSora
734191.7857,2461953.643,-0.21,22,10NoSora
734191.1429,2461954.571,-0.27,23,10NoSora
734190.5,2461955.5,-0.2,24,10NoSora
734189.8571,2461956.429,-0.17,25,10NoSora
734189.2143,2461957.357,-0.09,26,10NoSora
734188.5714,2461958.286,0.07,27,10NoSora
734187.9286,2461959.214,0.2,28,10NoSora
734187.2857,2461960.143,0.41,29,10NoSora
734186.6429,2461961.071,0.73,30,10NoSora
734186,2461962,1.56,31,10NoSora
734184.7143,2461963.857,1.55,33,10NoSora
734182.7857,2461966.643,0.08,36,10NoSora
734181.5,2461968.5,-0.12,38,10NoSora
734178.9286,2461972.214,-0.27,42,10NoSora
734259.25,2461942.5,0.4,0,10NoSora
734261.25,2461954.5,0.45,8,10NoSora
734261.5,2461956,1.45,9,10NoSora
734262,2461959,1.44,11,10NoSora
734262.25,2461960.5,0.731,12,10NoSora
734262.5,2461962,0.42,13,10NoSora
734262.75,2461963.5,0.21,14,10NoSora
734263,2461965,0.11,15,10NoSora
734263.25,2461966.5,0.05,16,10NoSora
734263.5,2461968,0.03,17,10NoSora
734263.75,2461969.5,0.02,18,10NoSora
734264,2461971,-0.03,19,10NoSora
734264.25,2461972.5,0.26,20,10NoSora
734264.5,2461974,0.73,21,10NoSora
734265,2461977,1.64,23,10NoSora
734265.5,2461980,1.76,25,10NoSora
734364.7037,2461968.815,0.23,0,10NoSora
734363.5185,2461980.074,0.24,8,10NoSora
734363.3704,2461981.481,1.26,9,10NoSora
734363,2461985,1.23,11.5,10NoSora
734362.9259,2461985.704,0.73,12,10NoSora
734362.6296,2461988.519,0.34,14,10NoSora
734362.4815,2461989.926,0.21,15,10NoSora
734362.3333,2461991.333,0.13,16,10NoSora
734362.1852,2461992.741,0.07,17,10NoSora
734361.8889,2461995.556,0.07,19,10NoSora
734361.5926,2461998.37,0.09,21,10NoSora
734361.2963,2462001.185,0.09,23,10NoSora
734361.1481,2462002.593,0.73,24,10NoSora
734361,2462004,1.67,25,10NoSora
734360.7037,2462006.815,1.66,27,10NoSora
734360.2593,2462011.037,0.08,30,10NoSora
734359.8148,2462015.259,-0.46,33,10NoSora
734359.3704,2462019.481,-0.45,36,10NoSora
734359.0741,2462022.296,-0.61,38,10NoSora
